review_id,store_id,review_raw,timestamp_raw,store_label,review_text,review_date,split
1780196625-187,Panda_Vivo Y71,"sesuai pesanan
smoga awet",2025-07-23,0,sesuai pesanan smoga awet,2025-07-23 00:00:00,train
1780196625-188,Panda_Vivo Y71,"barang ok
..tpi blm pakai",2025-07-23,0,barang ok tapi blm pakai,2025-07-23 00:00:00,train
1780196625-176,Panda_Vivo Y71,pesanan cepat belum di buka mudah2an sesuai,2025-08-06,0,pesanan cepat belum di buka mudah2an sesuai,2025-08-06 00:00:00,train
1780196625-320,Panda_Vivo Y71,"bagus normal semua ...sesuai dikripsi
terimakasih seler n lazada",2025-08-09,0,bagus normal semua sesuai dikripsi terima kasih penjual n lazada,2025-08-09 00:00:00,train
1780196625-181,Panda_Vivo Y71,"sangat puas,toko yg amanah",2025-08-14,0,sangat puas toko yang amanah,2025-08-14 00:00:00,train
1780196625-137,Panda_Vivo Y71,"Alhamdulillah sampenya cepet banget 
triBaru, segel, dan bergaransi, maakasih ka
respon sellernya juga cepet",2025-08-22,0,alhamdulillah sampenya cepet banget tribaru segel dan bergaransi maakasih ka respon sellernya juga cepet,2025-08-22 00:00:00,train
1780196625-22,Panda_Vivo Y71,"Pelindung kaca Gorilla Glass 3, Kamera belakang 13MP dengan lampu kilat, Desain bodi aluminium, ..
pesanan sudah di terima, barang bagus dan masih baru ( masih di segel ).. kondisi normal dan tidak ada kendala.. tokonya amanah, saya puas sekali belanja di sini..
terima kasih seller jg lazada semoga semakin sukses dan maju...!! 
😊😊🙏👍👍👍👍👍",2025-08-28,0,pelindung kaca gorilla glass 3 kamera belakang 13mp dengan lampu kilat desain bodi aluminium pesanan sudah di terima barang bagus dan masih baru masih di segel kondisi normal dan tidak ada kendala tokonya amanah saya puas sekali belanja di sini terima kasih penjual jg lazada semoga semakin sukses dan maju,2025-08-28 00:00:00,train
1780196625-350,Panda_Vivo Y71,"Desain bodi aluminium, Kapasitas baterai 3360mAh, hadeuh",2025-09-04,0,desain bodi aluminium kapasitas baterai 3360mah hadeuh,2025-09-04 00:00:00,train
1780196625-20,Panda_Vivo Y71,"Kamera belakang 13MP dengan lampu kilat, Pelindung kaca Gorilla Glass 3, masih segel kardusnya, aman tiba di tempat saya. 
saya tidak tau ini apa china made versi kw nya kah, respon layar agak delay",2025-09-05,0,kamera belakang 13mp dengan lampu kilat pelindung kaca gorilla glass 3 masih segel kardusnya aman tiba di tempat saya saya tidak tau ini apa china made versi tiruan nya kah respon layar agak delay,2025-09-05 00:00:00,train
1780196625-19,Panda_Vivo Y71,"Kapasitas baterai 3360mAh, Oke dan sangat baik",2025-09-07,0,kapasitas baterai 3360mah oke dan sangat baik,2025-09-07 00:00:00,train
1780196625-125,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Kamera belakang 13MP dengan lampu kilat, Kapasitas baterai 3360mAh, Pelindung kaca Gorilla Glass 3, Desain bodi aluminium,",2025-09-08,0,baru segel dan bergaransi kamera belakang 13mp dengan lampu kilat kapasitas baterai 3360mah pelindung kaca gorilla glass 3 desain bodi aluminium,2025-09-08 00:00:00,train
1780196625-175,Panda_Vivo Y71,maksi jos tapì blom d buka,2025-09-09,0,maksi jos tapì blom d buka,2025-09-09 00:00:00,train
1780196625-158,Panda_Vivo Y71,"dah biar bintang yg berbicara..tetap amanah om,lancar jaya.aamiin",2025-09-10,0,dah biar bintang yang berbicara tetap amanah om lancar jaya aamiin,2025-09-10 00:00:00,train
1780196625-256,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Pelindung kaca Gorilla Glass 3, alhamdulillah barangnya👍👍👍sukses buat toko online",2025-09-10,0,baru segel dan bergaransi pelindung kaca gorilla glass 3 alhamdulillah barangnya sukses buat toko online,2025-09-10 00:00:00,train
1780196625-269,Panda_Vivo Y71,"nyesel beli di toko ini...... knapa ga dari dulu belinya ya,,,, ok mksh moga awet ne hapenya???!",2025-09-10,0,nyesel beli di toko ini knapa tidak dari dulu belinya ya ok mksh moga awet ne hapenya,2025-09-10 00:00:00,train
1780196625-18,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Kapasitas baterai 3360mAh, terimakasih kak pesanan sudah diterima dgn baik dan sesuai pesanan. hp belum di coba tapi semoga saja awet.dan g ada lecetnya😊👍🏻",2025-09-11,0,baru segel dan bergaransi kapasitas baterai 3360mah terima kasih kak pesanan sudah diterima dengan baik dan sesuai pesanan handphone belum di coba tapi semoga saja awet dan g ada lecetnya,2025-09-11 00:00:00,train
1780196625-148,Panda_Vivo Y71,"Baru, segel, dan bergaransi, order yang ke 2 barang sesuai deskripsi, pengiriman cepat",2025-09-11,0,baru segel dan bergaransi order yang ke 2 barang sesuai deskripsi pengiriman cepat,2025-09-11 00:00:00,train
1780196625-161,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Kapasitas baterai 3360mAh, terimakasih",2025-09-11,0,baru segel dan bergaransi kapasitas baterai 3360mah terima kasih,2025-09-11 00:00:00,train
1780196625-124,Panda_Vivo Y71,"sudah diterima paketnya vivo Y71...kondisi hidup...semoga awet.....terimakasih, toko amanah..🙏🙏🙏",2025-09-12,0,sudah diterima paketnya vivo y71 kondisi hidup semoga awet terima kasih toko amanah,2025-09-12 00:00:00,train
1780196625-159,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Desain bodi aluminium, 
mantap",2025-09-12,0,baru segel dan bergaransi desain bodi aluminium mantap,2025-09-12 00:00:00,train
1780196625-185,Panda_Vivo Y71,"Hpnya sih lumayan kalau harga murah mah.kalau ingin bagud,ya memang pasti dananya jg gde.sebenarnya banyak keluhannya,tapi aku tak mau memberikan ulasan jlek,kasihan sellernya",2025-09-12,0,hpnya sih lumayan kalau harga murah mah kalau ingin bagud ya memang pasti dananya jg gde sebenarnya banyak keluhannya tapi aku tak mau memberikan ulasan jlek kasihan sellernya,2025-09-12 00:00:00,train
1780196625-118,Panda_Vivo Y71,"Alhamdulillah barang sesuai pesanan seller amanah sangat amanah pokonya mau beli lagi nex Kamera belakang 13MP dengan lampu kilat, Baru, segel, dan bergaransi,",2025-09-13,0,alhamdulillah barang sesuai pesanan penjual amanah sangat amanah pokonya mau beli lagi nex kamera belakang 13mp dengan lampu kilat baru segel dan bergaransi,2025-09-13 00:00:00,train
1780196625-127,Panda_Vivo Y71,"Desain bodi aluminium, Kamera belakang 13MP dengan lampu kilat, Pelindung kaca Gorilla Glass 3,",2025-09-13,0,desain bodi aluminium kamera belakang 13mp dengan lampu kilat pelindung kaca gorilla glass 3,2025-09-13 00:00:00,train
1780196625-254,Panda_Vivo Y71,"Kapasitas baterai 3360mAh, Kamera belakang 13MP dengan lampu kilat, Baru, segel, dan bergaransi, Pelindung kaca Gorilla Glass 3, Desain bodi aluminium ,",2025-09-13,0,kapasitas baterai 3360mah kamera belakang 13mp dengan lampu kilat baru segel dan bergaransi pelindung kaca gorilla glass 3 desain bodi aluminium,2025-09-13 00:00:00,train
1780196625-341,Panda_Vivo Y71,oke lumayan,2025-09-14,0,oke lumayan,2025-09-14 00:00:00,train
1780196625-117,Panda_Vivo Y71,terimakasih kak seler lazada juga kurir nya yg amanah dan pada baik paket nya sesuai yg d harapkan saya sangat suka,2025-09-15,0,terima kasih kak penjual lazada juga kurir nya yang amanah dan pada baik paket nya sesuai yang d harapkan saya sangat suka,2025-09-15 00:00:00,train
1780196625-120,Panda_Vivo Y71,"Kapasitas baterai 3360mAh, Desain bodi aluminium, Pelindung kaca Gorilla Glass 3, Baru, segel, dan bergaransi,",2025-09-15,0,kapasitas baterai 3360mah desain bodi aluminium pelindung kaca gorilla glass 3 baru segel dan bergaransi,2025-09-15 00:00:00,train
1780196625-121,Panda_Vivo Y71,"Alhamdulillah.... sudah sampai di lokasi kecamatan pakis kabupaten Malang...❤️😍😁😁🇮🇩🇮🇩
paket belum di buka.. masih di simpan dulu karena belum di pakai sekarang...
pengiriman: ngeri... cepat bgt , JKT - kab. malang cuma 2 hari 😁😁😁👍, biasanya standart 3 - 4 hari... orang masih nyuci ehh..tau"" datang paketnya..., yang jualan pinter... harga di murah in di kasih diskon+ lazkoin..., 202.500 rupiah lohhh... dapet nya...hp canggih..ram gede.... Alhamdulillah 🙏🙏🙏
makasih seller....👍👍👍 manteb.. mudah ""an berkah usaha lancar... ingat sholat 5 waktu....
makasih juga buat lazada... lazada oke 👍👍",2025-09-15,0,alhamdulillah sudah sampai di lokasi kecamatan pakis kabupaten malang paket belum di buka masih di simpan dulu karena belum di pakai sekarang pengiriman ngeri cepat banget jkt kab malang cuma 2 hari biasanya standart 3 4 hari orang masih nyuci ehh tau datang paketnya yang jualan pinter harga di murah in di kasih diskon lazkoin 202 500 rupiah lohhh dapet nya handphone canggih ram gede alhamdulillah makasih penjual manteb mudah an berkah usaha lancar ingat sholat 5 waktu makasih juga buat lazada lazada oke,2025-09-15 00:00:00,train
1780196625-122,Panda_Vivo Y71,"Kapasitas baterai 3360mAh, Pelindung kaca Gorilla Glass 3, Pelindung kaca Gorilla Glass 3, Kamera belakang 13MP dengan lampu kilat,",2025-09-15,0,kapasitas baterai 3360mah pelindung kaca gorilla glass 3 pelindung kaca gorilla glass 3 kamera belakang 13mp dengan lampu kilat,2025-09-15 00:00:00,train
1780196625-139,Panda_Vivo Y71,agak lemot mungkin karena harganya murah jadi sesuai sama harga yg penting bisa nyala,2025-09-15,0,agak lambat mungkin karena harganya murah jadi sesuai sama harga yang penting bisa nyala,2025-09-15 00:00:00,train
1780196625-156,Panda_Vivo Y71,"pokoke mantaplah tokonya...makasih banyak, 
sangat amanah....",2025-09-15,0,pokoke mantaplah tokonya makasih banyak sangat amanah,2025-09-15 00:00:00,train
1780196625-165,Panda_Vivo Y71,"barang oce,trimakasih semuanya yg terlibat.trimakasih",2025-09-15,0,barang oce trimakasih semuanya yang terlibat trimakasih,2025-09-15 00:00:00,train
1780196625-348,Panda_Vivo Y71,hp bagus tapi jaringan data seluler tidak ada saya kecewa,2025-09-16,0,handphone bagus tapi jaringan data seluler tidak ada saya kecewa,2025-09-16 00:00:00,train
1780196625-116,Panda_Vivo Y71,"mantaaaaab lah hp baru masih segel, tapi agak ringan si sesuai lah dengan harga segitu,charger juga ga ori,tapi semoga awet wet wet..
Baru, segel, dan bergaransi, nanti order lg dah",2025-09-17,0,mantap lah handphone baru masih segel tapi agak ringan si sesuai lah dengan harga segitu charger juga tidak original tapi semoga awet wet wet baru segel dan bergaransi nanti order lg dah,2025-09-17 00:00:00,train
1780196625-253,Panda_Vivo Y71,"Kapasitas baterai 3360mAh, Pelindung kaca Gorilla Glass 3, Desain bodi aluminium, Kamera belakang 13MP dengan lampu kilat, Kamera belakang 13MP dengan lampu kilat, trimakasih",2025-09-17,0,kapasitas baterai 3360mah pelindung kaca gorilla glass 3 desain bodi aluminium kamera belakang 13mp dengan lampu kilat kamera belakang 13mp dengan lampu kilat trimakasih,2025-09-17 00:00:00,train
1780196625-15,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Kamera belakang 13MP dengan lampu kilat, Kapasitas baterai 3360mAh,",2025-09-18,0,baru segel dan bergaransi kamera belakang 13mp dengan lampu kilat kapasitas baterai 3360mah,2025-09-18 00:00:00,train
1780196625-287,Panda_Vivo Y71,"sempurna banget dengan harga ramah banget, tanpa menguras kantong,kualitas ok.",2025-09-18,0,sempurna banget dengan harga ramah banget tanpa menguras kantong kualitas ok,2025-09-18 00:00:00,train
1780196625-119,Panda_Vivo Y71,"br sempet review
pengiriman cepat
barang mulus
kelangkapan oke
fungsi normal
cukup puas dengan pelayanan  kurir dan toko",2025-09-19,0,br sempet review pengiriman cepat barang mulus kelangkapan oke fungsi normal cukup puas dengan pelayanan kurir dan toko,2025-09-19 00:00:00,train
1780196625-128,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Kamera belakang 13MP dengan lampu kilat, Desain bodi aluminium,",2025-09-19,0,baru segel dan bergaransi kamera belakang 13mp dengan lampu kilat desain bodi aluminium,2025-09-19 00:00:00,train
1780196625-248,Panda_Vivo Y71,"Pelindung kaca Gorilla Glass 3, Kamera belakang 13MP dengan lampu kilat, Desain bodi aluminium, Baru, segel, dan bergaransi, Kapasitas baterai 3360mAh,",2025-09-19,0,pelindung kaca gorilla glass 3 kamera belakang 13mp dengan lampu kilat desain bodi aluminium baru segel dan bergaransi kapasitas baterai 3360mah,2025-09-19 00:00:00,train
1780196625-97,Panda_Vivo Y71,"Kamera belakang 13MP dengan lampu kilat, Kapasitas baterai 3360mAh, Pelindung kaca Gorilla Glass 3,",2025-09-20,0,kamera belakang 13mp dengan lampu kilat kapasitas baterai 3360mah pelindung kaca gorilla glass 3,2025-09-20 00:00:00,train
1780196625-317,Panda_Vivo Y71,produk bgus cm jaringannya kok agak lemot ya?,2025-09-21,0,produk bgus cm jaringannya kok agak lambat ya,2025-09-21 00:00:00,train
1780196625-302,Panda_Vivo Y71,"Desain bodi aluminium, Kapasitas baterai 3360mAh,",2025-09-22,0,desain bodi aluminium kapasitas baterai 3360mah,2025-09-22 00:00:00,train
1780196625-329,Panda_Vivo Y71,hp bagus tp blm tahu kualitasnya,2025-09-22,0,handphone bagus tapi blm tahu kualitasnya,2025-09-22 00:00:00,train
1780196625-351,Panda_Vivo Y71,lumayan utk hrga sgitu ngecas nya lambat,2025-09-22,0,lumayan utk hrga sgitu ngecas nya lambat,2025-09-22 00:00:00,train
1780196625-367,Panda_Vivo Y71,penipu ...tifak visa masuk kartu...barang pengolahan kembali /daur ulang,2025-09-23,0,penipu tifak visa masuk kartu barang pengolahan kembali daur ulang,2025-09-23 00:00:00,train
1780196625-112,Panda_Vivo Y71,"penampilannya oke berfungsi normal, dg harga yg terjangkau bisa mendapatkan ponsel yg bagus, trimakasih 🙏",2025-09-24,0,penampilannya oke berfungsi normal dg harga yang terjangkau bisa mendapatkan ponsel yang bagus trimakasih,2025-09-24 00:00:00,train
1780196625-247,Panda_Vivo Y71,"Kamera belakangPelindung kaca Gorilla Glass 3,  13MP dengan lampu kilat, Kapasitas baterai 3360mAh, Baru, segel, dan bergaransi, Pelindung kaca Gorilla Glass 3, Desain bodi aluminium,",2025-09-24,0,kamera belakangpelindung kaca gorilla glass 3 13mp dengan lampu kilat kapasitas baterai 3360mah baru segel dan bergaransi pelindung kaca gorilla glass 3 desain bodi aluminium,2025-09-24 00:00:00,train
1780196625-283,Panda_Vivo Y71,"pesan nya Vivo y17,di kirim y55,tapi gpp lah,semoga berkah,saya terima beli ya",2025-09-24,0,pesan nya vivo y17 di kirim y55 tapi tidak apa-apa lah semoga berkah saya terima beli ya,2025-09-24 00:00:00,train
1780196625-303,Panda_Vivo Y71,Alhamdulillah datangnya lebih cepat dan amanah tokonya,2025-09-24,0,alhamdulillah datangnya lebih cepat dan amanah tokonya,2025-09-24 00:00:00,train
1780196625-111,Panda_Vivo Y71,"Alhamdulillah paket udah sampai dn hasilnya memuaskan sesuai dengan apa yg di pesan, pengirimannya juga cepat.",2025-09-25,0,alhamdulillah paket udah sampai dn hasilnya memuaskan sesuai dengan apa yang di pesan pengirimannya juga cepat,2025-09-25 00:00:00,train
1780196625-126,Panda_Vivo Y71,"Desain bodi aluminium, Baru, segel, dan bergaransi moga awet, ini lagi di pake ngetik bagus lah",2025-09-25,0,desain bodi aluminium baru segel dan bergaransi moga awet ini lagi di pake ngetik bagus lah,2025-09-25 00:00:00,train
1780196625-153,Panda_Vivo Y71,"Kapasitas baterai 3360mAhPelindung kaca Gorilla Glass 3, , 6",2025-09-25,0,kapasitas baterai 3360mahpelindung kaca gorilla glass 3 6,2025-09-25 00:00:00,train
1780196625-13,Panda_Vivo Y71,"Alhamdulillah, paket nyampe. semua lengkap dan berfungsi 👍 desainnya, bagus. ketahanan? selamat, dan sukses untuk semua👍👍👍",2025-09-26,0,alhamdulillah paket nyampe semua lengkap dan berfungsi desainnya bagus ketahanan selamat dan sukses untuk semua,2025-09-26 00:00:00,train
1780196625-163,Panda_Vivo Y71,mantap Alhamdulillah,2025-09-26,0,mantap alhamdulillah,2025-09-26 00:00:00,train
1780196625-371,Panda_Vivo Y71,barang udh nyampe.  barang nya bkn baru seken kecewa bgt,2025-09-26,0,barang udh nyampe barang nya bkn baru seken kecewa banget,2025-09-26 00:00:00,train
1780196625-28,Panda_Vivo Y71,pesanan dah mendarat dan sesuai.dan fungsi hp normal semua,2025-09-27,0,pesanan dah mendarat dan sesuai dan fungsi handphone normal semua,2025-09-27 00:00:00,train
1780196625-242,Panda_Vivo Y71,"hp SDH tiba dan SDH sy terima dlm keadaan baik dan mulus sesuai pesanan pastinya ok mantulll

baru mau dicb mudah2an awet dan tahan lm",2025-09-27,0,handphone sdh tiba dan sdh saya terima dlm keadaan baik dan mulus sesuai pesanan pastinya ok mantulll baru mau dicb mudah2an awet dan tahan lm,2025-09-27 00:00:00,train
1780196625-96,Panda_Vivo Y71,Alhamdulillah paket udah nyampe sesuai dengan pesanan bagus tapi blom di coba sih semoga awet kulir nya baik terima kasih 🙏 sukses selalu ya Bu,2025-09-28,0,alhamdulillah paket udah nyampe sesuai dengan pesanan bagus tapi blom di coba sih semoga awet kulir nya baik terima kasih sukses selalu ya bu,2025-09-28 00:00:00,train
1780196625-12,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Kapasitas baterai 3360mAh, Pelindung kaca Gorilla Glass 3,",2025-09-30,0,baru segel dan bergaransi kapasitas baterai 3360mah pelindung kaca gorilla glass 3,2025-09-30 00:00:00,train
1780196625-141,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Kamera belakang 13MP dengan lampu kilat,",2025-09-30,0,baru segel dan bergaransi kamera belakang 13mp dengan lampu kilat,2025-09-30 00:00:00,train
1780196625-169,Panda_Vivo Y71,"Alhamdulillah mendarat dengan selamat,",2025-09-30,0,alhamdulillah mendarat dengan selamat,2025-09-30 00:00:00,train
1780196625-230,Panda_Vivo Y71,LCD pecah,2025-09-30,0,lcd pecah,2025-09-30 00:00:00,train
1780196625-103,Panda_Vivo Y71,paket sudah diterima. kondisi retak bagian atas DAN tidak pakai plastik depan yg ada kertas hijaunya seperti yg sudah sudah saya beli. tapi tidak apa apa lah kalau memang ini bukan rejeki saya. moga lain waktu dipilihkan yg bukan / mungkin returan. terimakasih buat toko juga jasa pengirimannya.,2025-10-01,0,paket sudah diterima kondisi retak bagian atas dan tidak pakai plastik depan yang ada kertas hijaunya seperti yang sudah sudah saya beli tapi tidak apa apa lah kalau memang ini bukan rejeki saya moga lain waktu dipilihkan yang bukan mungkin returan terima kasih buat toko juga jasa pengirimannya,2025-10-01 00:00:00,train
1780196625-142,Panda_Vivo Y71,"sedikit kecewa minta warna putih 
yg dikirim hitam
mdh2an TDK ada kendala",2025-10-01,0,sedikit kecewa minta warna putih yang dikirim hitam mdh2an tdk ada kendala,2025-10-01 00:00:00,train
1780196625-243,Panda_Vivo Y71,"barang paket hp ku sudah datang dgn selamat , kurir nya ramah dan sopan , barang nya baik dan sempurna sesuai hatapan .terima kasih",2025-10-01,0,barang paket handphone ku sudah datang dengan selamat kurir nya ramah dan sopan barang nya baik dan sempurna sesuai hatapan terima kasih,2025-10-01 00:00:00,train
1780196625-298,Panda_Vivo Y71,cukup memuaskan mksh seller...pertahankan amanahnya,2025-10-01,0,cukup memuaskan mksh penjual pertahankan amanahnya,2025-10-01 00:00:00,train
1780196625-278,Panda_Vivo Y71,lumayannutk harga yg ekonimis...mudah²an awet cuma casannya nggak fungsi,2025-10-02,0,lumayannutk harga yang ekonimis mudah²an awet cuma casannya nggak fungsi,2025-10-02 00:00:00,train
1780196625-300,Panda_Vivo Y71,barang bagus mudah2an awet tks lazada dan kurirjya,2025-10-02,0,barang bagus mudah2an awet terima kasih lazada dan kurirjya,2025-10-02 00:00:00,train
1780196625-99,Panda_Vivo Y71,"barang oke sesuai pesanan dan sudah dicoba normBaru, segel, dan bergaransi, al semua mudaha mudahan awet makasih seller dan juga kurirnya 
pokonya okelahKapasitas baterai 3360mAh,",2025-10-03,0,barang oke sesuai pesanan dan sudah dicoba normbaru segel dan bergaransi al semua mudaha mudahan awet makasih penjual dan juga kurirnya pokonya okelahkapasitas baterai 3360mah,2025-10-03 00:00:00,train
1780196625-100,Panda_Vivo Y71,"barang ok kwalitas ngk kalah dg Vivo yang mahalKapasitas baterai 3360mAh,",2025-10-03,0,barang ok kwalitas ngk kalah dg vivo yang mahalkapasitas baterai 3360mah,2025-10-03 00:00:00,train
1780196625-170,Panda_Vivo Y71,Hp Nyah Ga Bisa Pasang Wahtsp,2025-10-03,0,handphone nyah tidak bisa pasang wahtsp,2025-10-03 00:00:00,train
1780196625-192,Panda_Vivo Y71,"mantap sesuai pesanan packing'a jga rapih aman,,toko jga amanah keren dah",2025-10-03,0,mantap sesuai pesanan packing a jga rapih aman toko jga amanah keren dah,2025-10-03 00:00:00,train
1780196625-294,Panda_Vivo Y71,blom dicoba hp nya tapi Alhamdulillah toko nya amanah,2025-10-04,0,blom dicoba handphone nya tapi alhamdulillah toko nya amanah,2025-10-04 00:00:00,train
1780196625-324,Panda_Vivo Y71,Tampilan dan kualitas hp bagus.,2025-10-04,0,tampilan dan kualitas handphone bagus,2025-10-04 00:00:00,train
1780196625-11,Panda_Vivo Y71,"mantap, lumayan si hpnya, wajib beli, apalagi we dapat harga 181 ribu, cod, di kirim ke daerah sumbar, tidak mengecewakan, nnti pesan lagi,",2025-10-05,0,mantap lumayan si hpnya wajib beli apalagi we dapat harga 181 ribu cod di kirim ke daerah sumbar tidak mengecewakan nnti pesan lagi,2025-10-05 00:00:00,train
1780196625-27,Panda_Vivo Y71,"pengiriman sangat cepat,kualitas Desain bodi sya suka..",2025-10-05,0,pengiriman sangat cepat kualitas desain bodi saya suka,2025-10-05 00:00:00,train
1780196625-360,Panda_Vivo Y71,"Ram cuma 3 , kartu Telkomsel tidak bs tidak terbac dengan kata lain only Wi-Fi. Kecewa campur aduk tidak bs diharapkan",2025-10-05,0,ram cuma 3 kartu telkomsel tidak bs tidak terbac dengan kata lain only wi fi kecewa campur aduk tidak bs diharapkan,2025-10-05 00:00:00,train
1780196625-94,Panda_Vivo Y71,hp nya SDH di terima dng aman. batrenya lumayan awet. harga nya juga murah . tp ada syg sedikit. hp nya meskipun ram 6 tp baru pasang beberapa aplikasi sj sudah lemot. kamera kurang jernih. kwalitas sesuai harg.,2025-10-06,0,handphone nya sdh di terima dng aman batrenya lumayan awet harga nya juga murah tapi ada syg sedikit handphone nya meskipun ram 6 tapi baru pasang beberapa aplikasi sj sudah lambat kamera kurang jernih kwalitas sesuai harg,2025-10-06 00:00:00,train
1780196625-134,Panda_Vivo Y71,"paket tlah tiba dan yang kedua kalinya,,kurir ramah dan amanah sukses selalu",2025-10-06,0,paket tlah tiba dan yang kedua kalinya kurir ramah dan amanah sukses selalu,2025-10-06 00:00:00,train
1780196625-333,Panda_Vivo Y71,mantep hp berpungsi baik 👌,2025-10-06,0,mantep handphone berpungsi baik,2025-10-06 00:00:00,train
1780196625-149,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Pelindung kaca Gorilla Glass 3,",2025-10-08,0,baru segel dan bergaransi pelindung kaca gorilla glass 3,2025-10-08 00:00:00,train
