review_id,store_id,split
1780196625-259,Panda_Vivo Y71,train
1780196625-260,Panda_Vivo Y71,train
1780196625-323,Panda_Vivo Y71,train
1780196625-95,Panda_Vivo Y71,train
1780196625-216,Panda_Vivo Y71,train
1780196625-250,Panda_Vivo Y71,train
1780196625-325,Panda_Vivo Y71,train
1780196625-77,Panda_Vivo Y71,train
1780196625-376,Panda_Vivo Y71,train
1780196625-270,Panda_Vivo Y71,train
1780196625-368,Panda_Vivo Y71,train
1780196625-162,Panda_Vivo Y71,train
1780196625-282,Panda_Vivo Y71,train
1780196625-70,Panda_Vivo Y71,train
1780196625-352,Panda_Vivo Y71,train
1780196625-79,Panda_Vivo Y71,train
1780196625-290,Panda_Vivo Y71,train
1780196625-72,Panda_Vivo Y71,train
1780196625-71,Panda_Vivo Y71,train
1780196625-73,Panda_Vivo Y71,train
1780196625-69,Panda_Vivo Y71,train
1780196625-75,Panda_Vivo Y71,train
1780196625-213,Panda_Vivo Y71,train
1780196625-240,Panda_Vivo Y71,train
1780196625-214,Panda_Vivo Y71,train
1780196625-218,Panda_Vivo Y71,train
1780196625-66,Panda_Vivo Y71,train
1780196625-311,Panda_Vivo Y71,train
1780196625-361,Panda_Vivo Y71,train
1780196625-274,Panda_Vivo Y71,train
1780196625-208,Panda_Vivo Y71,train
1780196625-304,Panda_Vivo Y71,train
1780196625-74,Panda_Vivo Y71,train
1780196625-197,Panda_Vivo Y71,train
1780196625-209,Panda_Vivo Y71,train
1780196625-273,Panda_Vivo Y71,train
1780196625-306,Panda_Vivo Y71,train
1780196625-307,Panda_Vivo Y71,train
1780196625-305,Panda_Vivo Y71,train
1780196625-210,Panda_Vivo Y71,train
1780196625-301,Panda_Vivo Y71,train
1780196625-81,Panda_Vivo Y71,train
1780196625-207,Panda_Vivo Y71,train
1780196625-215,Panda_Vivo Y71,train
1780196625-349,Panda_Vivo Y71,train
1780196625-229,Panda_Vivo Y71,train
1780196625-205,Panda_Vivo Y71,train
1780196625-206,Panda_Vivo Y71,train
1780196625-166,Panda_Vivo Y71,train
1780196625-372,Panda_Vivo Y71,train
1780196625-115,Panda_Vivo Y71,train
1780196625-76,Panda_Vivo Y71,train
1780196625-140,Panda_Vivo Y71,train
1780196625-212,Panda_Vivo Y71,train
1780196625-217,Panda_Vivo Y71,train
1780196625-310,Panda_Vivo Y71,val
1780196625-109,Panda_Vivo Y71,val
1780196625-357,Panda_Vivo Y71,val
1780196625-80,Panda_Vivo Y71,val
1780196625-62,Panda_Vivo Y71,val
1780196625-65,Panda_Vivo Y71,val
1780196625-61,Panda_Vivo Y71,val
1780196625-64,Panda_Vivo Y71,val
1780196625-204,Panda_Vivo Y71,val
1780196625-59,Panda_Vivo Y71,val
1780196625-203,Panda_Vivo Y71,val
1780196625-82,Panda_Vivo Y71,val
1780196625-129,Panda_Vivo Y71,val
1780196625-63,Panda_Vivo Y71,val
1780196625-202,Panda_Vivo Y71,val
1780196625-56,Panda_Vivo Y71,val
1780196625-57,Panda_Vivo Y71,val
1780196625-58,Panda_Vivo Y71,val
1780196625-143,Panda_Vivo Y71,val
1780196625-67,Panda_Vivo Y71,val
1780196625-358,Panda_Vivo Y71,val
1780196625-178,Panda_Vivo Y71,val
1780196625-86,Panda_Vivo Y71,val
1780196625-199,Panda_Vivo Y71,val
1780196625-54,Panda_Vivo Y71,val
1780196625-87,Panda_Vivo Y71,val
1780196625-280,Panda_Vivo Y71,val
1780196625-146,Panda_Vivo Y71,val
1780196625-267,Panda_Vivo Y71,val
1780196625-60,Panda_Vivo Y71,val
1780196625-2,Panda_Vivo Y71,val
1780196625-53,Panda_Vivo Y71,val
1780196625-211,Panda_Vivo Y71,val
1780196625-132,Panda_Vivo Y71,val
1780196625-252,Panda_Vivo Y71,val
1780196625-264,Panda_Vivo Y71,val
1780196625-55,Panda_Vivo Y71,val
1780196625-309,Panda_Vivo Y71,val
1780196625-355,Panda_Vivo Y71,val
1780196625-356,Panda_Vivo Y71,val
1780196625-363,Panda_Vivo Y71,val
1780196625-334,Panda_Vivo Y71,val
1780196625-136,Panda_Vivo Y71,val
1780196625-257,Panda_Vivo Y71,val
1780196625-49,Panda_Vivo Y71,val
1780196625-68,Panda_Vivo Y71,val
1780196625-196,Panda_Vivo Y71,val
1780196625-249,Panda_Vivo Y71,val
1780196625-200,Panda_Vivo Y71,val
1780196625-47,Panda_Vivo Y71,test
1780196625-46,Panda_Vivo Y71,test
1780196625-43,Panda_Vivo Y71,test
1780196625-191,Panda_Vivo Y71,test
1780196625-189,Panda_Vivo Y71,test
1780196625-190,Panda_Vivo Y71,test
1780196625-52,Panda_Vivo Y71,test
1780196625-44,Panda_Vivo Y71,test
1780196625-271,Panda_Vivo Y71,test
1780196625-236,Panda_Vivo Y71,test
1780196625-38,Panda_Vivo Y71,test
1780196625-40,Panda_Vivo Y71,test
1780196625-39,Panda_Vivo Y71,test
1780196625-366,Panda_Vivo Y71,test
1780196625-36,Panda_Vivo Y71,test
1780196625-277,Panda_Vivo Y71,test
1780196625-180,Panda_Vivo Y71,test
1780196625-35,Panda_Vivo Y71,test
1780196625-241,Panda_Vivo Y71,test
1780196625-370,Panda_Vivo Y71,test
1780196625-255,Panda_Vivo Y71,test
1780196625-1,Panda_Vivo Y71,test
1780196625-105,Panda_Vivo Y71,test
1780196625-133,Panda_Vivo Y71,test
1780196625-235,Panda_Vivo Y71,test
1780196625-179,Panda_Vivo Y71,test
1780196625-234,Panda_Vivo Y71,test
1780196625-31,Panda_Vivo Y71,test
1780196625-32,Panda_Vivo Y71,test
1780196625-223,Panda_Vivo Y71,test
1780196625-29,Panda_Vivo Y71,test
1780196625-281,Panda_Vivo Y71,test
1780196625-354,Panda_Vivo Y71,test
1780196625-195,Panda_Vivo Y71,test
1780196625-26,Panda_Vivo Y71,test
1780196625-25,Panda_Vivo Y71,test
1780196625-21,Panda_Vivo Y71,test
1780196625-24,Panda_Vivo Y71,test
1780196625-30,Panda_Vivo Y71,test
1780196625-138,Panda_Vivo Y71,test
1780196625-164,Panda_Vivo Y71,test
1780196625-184,Panda_Vivo Y71,test
1780196625-193,Panda_Vivo Y71,test
1780196625-353,Panda_Vivo Y71,test
1780196625-45,Panda_Vivo Y71,test
1780196625-37,Panda_Vivo Y71,test
1780196625-198,Panda_Vivo Y71,test
1780196625-16,Panda_Vivo Y71,test
1780196625-14,Panda_Vivo Y71,test
1780196625-23,Panda_Vivo Y71,test
1780196625-362,Panda_Vivo Y71,test
1780196867-109,PinDuoDuo Y17 Ram,train
1780196867-113,PinDuoDuo Y17 Ram,train
1780196867-68,PinDuoDuo Y17 Ram,train
1780196867-110,PinDuoDuo Y17 Ram,train
1780196867-1,PinDuoDuo Y17 Ram,train
1780196867-44,PinDuoDuo Y17 Ram,train
1780196867-99,PinDuoDuo Y17 Ram,train
1780196867-11,PinDuoDuo Y17 Ram,train
1780196867-46,PinDuoDuo Y17 Ram,train
1780196867-62,PinDuoDuo Y17 Ram,train
1780196867-98,PinDuoDuo Y17 Ram,train
1780196867-36,PinDuoDuo Y17 Ram,train
1780196867-16,PinDuoDuo Y17 Ram,train
1780196867-43,PinDuoDuo Y17 Ram,train
1780196867-27,PinDuoDuo Y17 Ram,train
1780196867-32,PinDuoDuo Y17 Ram,train
1780196867-96,PinDuoDuo Y17 Ram,train
1780196867-28,PinDuoDuo Y17 Ram,train
1780196867-60,PinDuoDuo Y17 Ram,train
1780196867-80,PinDuoDuo Y17 Ram,train
1780196867-20,PinDuoDuo Y17 Ram,train
1780196867-91,PinDuoDuo Y17 Ram,train
1780196867-119,PinDuoDuo Y17 Ram,train
1780196867-74,PinDuoDuo Y17 Ram,train
1780196867-71,PinDuoDuo Y17 Ram,train
1780196867-17,PinDuoDuo Y17 Ram,train
1780196867-24,PinDuoDuo Y17 Ram,train
1780196867-103,PinDuoDuo Y17 Ram,train
1780196867-108,PinDuoDuo Y17 Ram,train
1780196867-48,PinDuoDuo Y17 Ram,train
1780196867-77,PinDuoDuo Y17 Ram,train
1780196867-31,PinDuoDuo Y17 Ram,train
1780196867-40,PinDuoDuo Y17 Ram,train
1780196867-82,PinDuoDuo Y17 Ram,train
1780196867-75,PinDuoDuo Y17 Ram,train
1780196867-7,PinDuoDuo Y17 Ram,train
1780196867-10,PinDuoDuo Y17 Ram,train
1780196867-42,PinDuoDuo Y17 Ram,train
1780196867-9,PinDuoDuo Y17 Ram,train
1780196867-18,PinDuoDuo Y17 Ram,train
1780196867-59,PinDuoDuo Y17 Ram,train
1780196867-87,PinDuoDuo Y17 Ram,train
1780196867-4,PinDuoDuo Y17 Ram,train
1780196867-6,PinDuoDuo Y17 Ram,train
1780196867-70,PinDuoDuo Y17 Ram,train
1780196867-53,PinDuoDuo Y17 Ram,train
1780196867-94,PinDuoDuo Y17 Ram,train
1780196867-106,PinDuoDuo Y17 Ram,train
1780196867-12,PinDuoDuo Y17 Ram,train
1780196867-5,PinDuoDuo Y17 Ram,train
1780196867-124,PinDuoDuo Y17 Ram,train
1780196867-104,PinDuoDuo Y17 Ram,train
1780196867-14,PinDuoDuo Y17 Ram,train
1780196867-47,PinDuoDuo Y17 Ram,train
1780196867-107,PinDuoDuo Y17 Ram,train
1780196867-54,PinDuoDuo Y17 Ram,train
1780196867-61,PinDuoDuo Y17 Ram,train
1780196867-122,PinDuoDuo Y17 Ram,train
1780196867-65,PinDuoDuo Y17 Ram,train
1780196867-85,PinDuoDuo Y17 Ram,train
1780196867-34,PinDuoDuo Y17 Ram,train
1780196867-76,PinDuoDuo Y17 Ram,train
1780196867-56,PinDuoDuo Y17 Ram,train
1780196867-51,PinDuoDuo Y17 Ram,train
1780196867-86,PinDuoDuo Y17 Ram,train
1780196867-73,PinDuoDuo Y17 Ram,train
1780196867-95,PinDuoDuo Y17 Ram,train
1780196867-93,PinDuoDuo Y17 Ram,train
1780196867-117,PinDuoDuo Y17 Ram,train
1780196867-105,PinDuoDuo Y17 Ram,train
1780196867-64,PinDuoDuo Y17 Ram,train
1780196867-3,PinDuoDuo Y17 Ram,train
1780196867-21,PinDuoDuo Y17 Ram,val
1780196867-126,PinDuoDuo Y17 Ram,val
1780196867-25,PinDuoDuo Y17 Ram,val
1780196867-37,PinDuoDuo Y17 Ram,val
1780196867-49,PinDuoDuo Y17 Ram,val
1780196867-35,PinDuoDuo Y17 Ram,val
1780196867-78,PinDuoDuo Y17 Ram,val
1780196867-39,PinDuoDuo Y17 Ram,val
1780196867-58,PinDuoDuo Y17 Ram,val
1780196867-81,PinDuoDuo Y17 Ram,val
1780196867-90,PinDuoDuo Y17 Ram,val
1780196867-79,PinDuoDuo Y17 Ram,val
1780196867-52,PinDuoDuo Y17 Ram,val
1780196867-67,PinDuoDuo Y17 Ram,val
1780196867-115,PinDuoDuo Y17 Ram,val
1780196867-2,PinDuoDuo Y17 Ram,test
1780196867-23,PinDuoDuo Y17 Ram,test
1780196867-111,PinDuoDuo Y17 Ram,test
1780196867-26,PinDuoDuo Y17 Ram,test
1780196867-84,PinDuoDuo Y17 Ram,test
1780196867-45,PinDuoDuo Y17 Ram,test
1780196867-29,PinDuoDuo Y17 Ram,test
1780196867-89,PinDuoDuo Y17 Ram,test
1780196867-30,PinDuoDuo Y17 Ram,test
1780196867-33,PinDuoDuo Y17 Ram,test
1780196867-97,PinDuoDuo Y17 Ram,test
1780196867-125,PinDuoDuo Y17 Ram,test
1780196867-121,PinDuoDuo Y17 Ram,test
1780196867-72,PinDuoDuo Y17 Ram,test
1780196867-118,PinDuoDuo Y17 Ram,test
1780196867-66,PinDuoDuo Y17 Ram,test
1780167137-1,TAOB1688_Ip 17 Pro,train
1780167137-2,TAOB1688_Ip 17 Pro,train
1780167137-3,TAOB1688_Ip 17 Pro,test
1780315618-1,TAOB88.SHOP_ip17,train
1780315618-20,TAOB88.SHOP_ip17,train
1780315618-39,TAOB88.SHOP_ip17,train
1780315618-35,TAOB88.SHOP_ip17,train
1780315618-14,TAOB88.SHOP_ip17,train
1780315618-16,TAOB88.SHOP_ip17,train
1780315618-37,TAOB88.SHOP_ip17,train
1780315618-48,TAOB88.SHOP_ip17,train
1780315618-51,TAOB88.SHOP_ip17,train
1780315618-32,TAOB88.SHOP_ip17,train
1780315618-44,TAOB88.SHOP_ip17,train
1780315618-45,TAOB88.SHOP_ip17,train
1780315618-2,TAOB88.SHOP_ip17,train
1780315618-23,TAOB88.SHOP_ip17,train
1780315618-28,TAOB88.SHOP_ip17,train
1780315618-30,TAOB88.SHOP_ip17,train
1780315618-31,TAOB88.SHOP_ip17,val
1780315618-5,TAOB88.SHOP_ip17,val
1780315618-42,TAOB88.SHOP_ip17,val
1780315618-29,TAOB88.SHOP_ip17,test
1780315618-26,TAOB88.SHOP_ip17,test
1780315618-7,TAOB88.SHOP_ip17,test
1780315618-24,TAOB88.SHOP_ip17,test
1780315618-43,TAOB88.SHOP_ip17,test
1780167045-1,Temu Toko_Ip 17 Pro,train
1780167045-2,Temu Toko_Ip 17 Pro,train
1780167045-3,Temu Toko_Ip 17 Pro,train
1780167045-5,Temu Toko_Ip 17 Pro,train
1780167045-6,Temu Toko_Ip 17 Pro,train
1780167045-10,Temu Toko_Ip 17 Pro,train
1780167045-25,Temu Toko_Ip 17 Pro,train
1780167045-8,Temu Toko_Ip 17 Pro,train
1780167045-20,Temu Toko_Ip 17 Pro,train
1780167045-22,Temu Toko_Ip 17 Pro,train
1780167045-17,Temu Toko_Ip 17 Pro,train
1780167045-19,Temu Toko_Ip 17 Pro,val
1780167045-24,Temu Toko_Ip 17 Pro,val
1780167045-15,Temu Toko_Ip 17 Pro,test
1780167045-7,Temu Toko_Ip 17 Pro,test
1780167045-16,Temu Toko_Ip 17 Pro,test
1780167045-23,Temu Toko_Ip 17 Pro,test
