review_id,store_id,review_raw,timestamp_raw,store_label,review_text,review_date,sentiment_label,prob_neg,prob_neu,prob_pos,sentiment_name
1780196625-125,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Kamera belakang 13MP dengan lampu kilat, Kapasitas baterai 3360mAh, Pelindung kaca Gorilla Glass 3, Desain bodi aluminium,",2025-09-08,0,baru segel dan bergaransi kamera belakang 13mp dengan lampu kilat kapasitas baterai 3360mah pelindung kaca gorilla glass 3 desain bodi aluminium,2025-09-08 00:00:00,1,0.0038322492,0.99525636,0.00091138034,netral
1780196625-175,Panda_Vivo Y71,maksi jos tapì blom d buka,2025-09-09,0,maksi jos tapì blom d buka,2025-09-09 00:00:00,1,0.046381466,0.68305,0.27056855,netral
1780196625-158,Panda_Vivo Y71,"dah biar bintang yg berbicara..tetap amanah om,lancar jaya.aamiin",2025-09-10,0,dah biar bintang yang berbicara tetap amanah om lancar jaya aamiin,2025-09-10 00:00:00,0,0.963971,0.031700138,0.004328821,positif
1780196625-256,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Pelindung kaca Gorilla Glass 3, alhamdulillah barangnya👍👍👍sukses buat toko online",2025-09-10,0,baru segel dan bergaransi pelindung kaca gorilla glass 3 alhamdulillah barangnya sukses buat toko online,2025-09-10 00:00:00,1,0.49253967,0.5037549,0.0037054033,netral
1780196625-269,Panda_Vivo Y71,"nyesel beli di toko ini...... knapa ga dari dulu belinya ya,,,, ok mksh moga awet ne hapenya???!",2025-09-10,0,nyesel beli di toko ini knapa tidak dari dulu belinya ya ok mksh moga awet ne hapenya,2025-09-10 00:00:00,2,0.34871426,0.027721548,0.62356424,negatif
1780196625-18,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Kapasitas baterai 3360mAh, terimakasih kak pesanan sudah diterima dgn baik dan sesuai pesanan. hp belum di coba tapi semoga saja awet.dan g ada lecetnya😊👍🏻",2025-09-11,0,baru segel dan bergaransi kapasitas baterai 3360mah terima kasih kak pesanan sudah diterima dengan baik dan sesuai pesanan handphone belum di coba tapi semoga saja awet dan g ada lecetnya,2025-09-11 00:00:00,0,0.9393368,0.050279886,0.0103833005,positif
1780196625-148,Panda_Vivo Y71,"Baru, segel, dan bergaransi, order yang ke 2 barang sesuai deskripsi, pengiriman cepat",2025-09-11,0,baru segel dan bergaransi order yang ke 2 barang sesuai deskripsi pengiriman cepat,2025-09-11 00:00:00,1,0.05678977,0.9302817,0.012928503,netral
1780196625-161,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Kapasitas baterai 3360mAh, terimakasih",2025-09-11,0,baru segel dan bergaransi kapasitas baterai 3360mah terima kasih,2025-09-11 00:00:00,1,0.004073131,0.9902671,0.0056597297,netral
1780196625-124,Panda_Vivo Y71,"sudah diterima paketnya vivo Y71...kondisi hidup...semoga awet.....terimakasih, toko amanah..🙏🙏🙏",2025-09-12,0,sudah diterima paketnya vivo y71 kondisi hidup semoga awet terima kasih toko amanah,2025-09-12 00:00:00,1,0.12291239,0.87289625,0.004191392,netral
1780196625-159,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Desain bodi aluminium, 
mantap",2025-09-12,0,baru segel dan bergaransi desain bodi aluminium mantap,2025-09-12 00:00:00,0,0.91128165,0.08744076,0.0012776628,positif
1780196625-185,Panda_Vivo Y71,"Hpnya sih lumayan kalau harga murah mah.kalau ingin bagud,ya memang pasti dananya jg gde.sebenarnya banyak keluhannya,tapi aku tak mau memberikan ulasan jlek,kasihan sellernya",2025-09-12,0,hpnya sih lumayan kalau harga murah mah kalau ingin bagud ya memang pasti dananya jg gde sebenarnya banyak keluhannya tapi aku tak mau memberikan ulasan jlek kasihan sellernya,2025-09-12 00:00:00,2,0.007177177,0.0010452379,0.99177754,negatif
1780196625-118,Panda_Vivo Y71,"Alhamdulillah barang sesuai pesanan seller amanah sangat amanah pokonya mau beli lagi nex Kamera belakang 13MP dengan lampu kilat, Baru, segel, dan bergaransi,",2025-09-13,0,alhamdulillah barang sesuai pesanan penjual amanah sangat amanah pokonya mau beli lagi nex kamera belakang 13mp dengan lampu kilat baru segel dan bergaransi,2025-09-13 00:00:00,0,0.6309713,0.36032173,0.008706983,positif
1780196625-127,Panda_Vivo Y71,"Desain bodi aluminium, Kamera belakang 13MP dengan lampu kilat, Pelindung kaca Gorilla Glass 3,",2025-09-13,0,desain bodi aluminium kamera belakang 13mp dengan lampu kilat pelindung kaca gorilla glass 3,2025-09-13 00:00:00,1,0.005528958,0.9938454,0.00062565564,netral
1780196625-254,Panda_Vivo Y71,"Kapasitas baterai 3360mAh, Kamera belakang 13MP dengan lampu kilat, Baru, segel, dan bergaransi, Pelindung kaca Gorilla Glass 3, Desain bodi aluminium ,",2025-09-13,0,kapasitas baterai 3360mah kamera belakang 13mp dengan lampu kilat baru segel dan bergaransi pelindung kaca gorilla glass 3 desain bodi aluminium,2025-09-13 00:00:00,1,0.006710424,0.99252,0.0007696658,netral
1780196625-341,Panda_Vivo Y71,oke lumayan,2025-09-14,0,oke lumayan,2025-09-14 00:00:00,0,0.9606116,0.028787434,0.010600989,positif
1780196625-117,Panda_Vivo Y71,terimakasih kak seler lazada juga kurir nya yg amanah dan pada baik paket nya sesuai yg d harapkan saya sangat suka,2025-09-15,0,terima kasih kak penjual lazada juga kurir nya yang amanah dan pada baik paket nya sesuai yang d harapkan saya sangat suka,2025-09-15 00:00:00,0,0.995142,0.004125291,0.00073278096,positif
1780196625-120,Panda_Vivo Y71,"Kapasitas baterai 3360mAh, Desain bodi aluminium, Pelindung kaca Gorilla Glass 3, Baru, segel, dan bergaransi,",2025-09-15,0,kapasitas baterai 3360mah desain bodi aluminium pelindung kaca gorilla glass 3 baru segel dan bergaransi,2025-09-15 00:00:00,1,0.0034031225,0.9956899,0.00090696197,netral
1780196625-121,Panda_Vivo Y71,"Alhamdulillah.... sudah sampai di lokasi kecamatan pakis kabupaten Malang...❤️😍😁😁🇮🇩🇮🇩
paket belum di buka.. masih di simpan dulu karena belum di pakai sekarang...
pengiriman: ngeri... cepat bgt , JKT - kab. malang cuma 2 hari 😁😁😁👍, biasanya standart 3 - 4 hari... orang masih nyuci ehh..tau"" datang paketnya..., yang jualan pinter... harga di murah in di kasih diskon+ lazkoin..., 202.500 rupiah lohhh... dapet nya...hp canggih..ram gede.... Alhamdulillah 🙏🙏🙏
makasih seller....👍👍👍 manteb.. mudah ""an berkah usaha lancar... ingat sholat 5 waktu....
makasih juga buat lazada... lazada oke 👍👍",2025-09-15,0,alhamdulillah sudah sampai di lokasi kecamatan pakis kabupaten malang paket belum di buka masih di simpan dulu karena belum di pakai sekarang pengiriman ngeri cepat banget jkt kab malang cuma 2 hari biasanya standart 3 4 hari orang masih nyuci ehh tau datang paketnya yang jualan pinter harga di murah in di kasih diskon lazkoin 202 500 rupiah lohhh dapet nya handphone canggih ram gede alhamdulillah makasih penjual manteb mudah an berkah usaha lancar ingat sholat 5 waktu makasih juga buat lazada lazada oke,2025-09-15 00:00:00,0,0.9936917,0.0029078205,0.0034006084,positif
1780196625-122,Panda_Vivo Y71,"Kapasitas baterai 3360mAh, Pelindung kaca Gorilla Glass 3, Pelindung kaca Gorilla Glass 3, Kamera belakang 13MP dengan lampu kilat,",2025-09-15,0,kapasitas baterai 3360mah pelindung kaca gorilla glass 3 pelindung kaca gorilla glass 3 kamera belakang 13mp dengan lampu kilat,2025-09-15 00:00:00,1,0.00701061,0.9921985,0.00079086423,netral
1780196625-139,Panda_Vivo Y71,agak lemot mungkin karena harganya murah jadi sesuai sama harga yg penting bisa nyala,2025-09-15,0,agak lambat mungkin karena harganya murah jadi sesuai sama harga yang penting bisa nyala,2025-09-15 00:00:00,0,0.6479903,0.07890772,0.273102,positif
1780196625-156,Panda_Vivo Y71,"pokoke mantaplah tokonya...makasih banyak, 
sangat amanah....",2025-09-15,0,pokoke mantaplah tokonya makasih banyak sangat amanah,2025-09-15 00:00:00,0,0.9957879,0.0026626447,0.0015494889,positif
1780196625-165,Panda_Vivo Y71,"barang oce,trimakasih semuanya yg terlibat.trimakasih",2025-09-15,0,barang oce trimakasih semuanya yang terlibat trimakasih,2025-09-15 00:00:00,1,0.27641645,0.6440826,0.07950095,netral
1780196625-348,Panda_Vivo Y71,hp bagus tapi jaringan data seluler tidak ada saya kecewa,2025-09-16,0,handphone bagus tapi jaringan data seluler tidak ada saya kecewa,2025-09-16 00:00:00,2,0.0010730291,0.0011673571,0.9977597,negatif
1780196625-116,Panda_Vivo Y71,"mantaaaaab lah hp baru masih segel, tapi agak ringan si sesuai lah dengan harga segitu,charger juga ga ori,tapi semoga awet wet wet..
Baru, segel, dan bergaransi, nanti order lg dah",2025-09-17,0,mantap lah handphone baru masih segel tapi agak ringan si sesuai lah dengan harga segitu charger juga tidak original tapi semoga awet wet wet baru segel dan bergaransi nanti order lg dah,2025-09-17 00:00:00,0,0.98708344,0.004277547,0.0086391065,positif
1780196625-253,Panda_Vivo Y71,"Kapasitas baterai 3360mAh, Pelindung kaca Gorilla Glass 3, Desain bodi aluminium, Kamera belakang 13MP dengan lampu kilat, Kamera belakang 13MP dengan lampu kilat, trimakasih",2025-09-17,0,kapasitas baterai 3360mah pelindung kaca gorilla glass 3 desain bodi aluminium kamera belakang 13mp dengan lampu kilat kamera belakang 13mp dengan lampu kilat trimakasih,2025-09-17 00:00:00,1,0.030058922,0.96829975,0.0016413962,netral
1780196625-15,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Kamera belakang 13MP dengan lampu kilat, Kapasitas baterai 3360mAh,",2025-09-18,0,baru segel dan bergaransi kamera belakang 13mp dengan lampu kilat kapasitas baterai 3360mah,2025-09-18 00:00:00,1,0.0025907655,0.9962592,0.0011500333,netral
1780196625-287,Panda_Vivo Y71,"sempurna banget dengan harga ramah banget, tanpa menguras kantong,kualitas ok.",2025-09-18,0,sempurna banget dengan harga ramah banget tanpa menguras kantong kualitas ok,2025-09-18 00:00:00,0,0.9976987,0.001443915,0.00085746025,positif
1780196625-119,Panda_Vivo Y71,"br sempet review
pengiriman cepat
barang mulus
kelangkapan oke
fungsi normal
cukup puas dengan pelayanan  kurir dan toko",2025-09-19,0,br sempet review pengiriman cepat barang mulus kelangkapan oke fungsi normal cukup puas dengan pelayanan kurir dan toko,2025-09-19 00:00:00,0,0.9832545,0.0142302215,0.0025153037,positif
1780196625-128,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Kamera belakang 13MP dengan lampu kilat, Desain bodi aluminium,",2025-09-19,0,baru segel dan bergaransi kamera belakang 13mp dengan lampu kilat desain bodi aluminium,2025-09-19 00:00:00,1,0.0025785256,0.99646676,0.000954648,netral
1780196625-248,Panda_Vivo Y71,"Pelindung kaca Gorilla Glass 3, Kamera belakang 13MP dengan lampu kilat, Desain bodi aluminium, Baru, segel, dan bergaransi, Kapasitas baterai 3360mAh,",2025-09-19,0,pelindung kaca gorilla glass 3 kamera belakang 13mp dengan lampu kilat desain bodi aluminium baru segel dan bergaransi kapasitas baterai 3360mah,2025-09-19 00:00:00,1,0.0044902833,0.9946301,0.00087962614,netral
1780196625-97,Panda_Vivo Y71,"Kamera belakang 13MP dengan lampu kilat, Kapasitas baterai 3360mAh, Pelindung kaca Gorilla Glass 3,",2025-09-20,0,kamera belakang 13mp dengan lampu kilat kapasitas baterai 3360mah pelindung kaca gorilla glass 3,2025-09-20 00:00:00,1,0.0065682395,0.9928275,0.0006042543,netral
1780196625-317,Panda_Vivo Y71,produk bgus cm jaringannya kok agak lemot ya?,2025-09-21,0,produk bgus cm jaringannya kok agak lambat ya,2025-09-21 00:00:00,2,0.0008469197,0.007967456,0.9911856,negatif
1780196625-302,Panda_Vivo Y71,"Desain bodi aluminium, Kapasitas baterai 3360mAh,",2025-09-22,0,desain bodi aluminium kapasitas baterai 3360mah,2025-09-22 00:00:00,1,0.005929143,0.99339986,0.0006710684,netral
1780196625-329,Panda_Vivo Y71,hp bagus tp blm tahu kualitasnya,2025-09-22,0,handphone bagus tapi blm tahu kualitasnya,2025-09-22 00:00:00,2,0.0030513448,0.008310307,0.98863834,negatif
1780196625-351,Panda_Vivo Y71,lumayan utk hrga sgitu ngecas nya lambat,2025-09-22,0,lumayan utk hrga sgitu ngecas nya lambat,2025-09-22 00:00:00,0,0.67889816,0.115168825,0.20593308,positif
1780196625-367,Panda_Vivo Y71,penipu ...tifak visa masuk kartu...barang pengolahan kembali /daur ulang,2025-09-23,0,penipu tifak visa masuk kartu barang pengolahan kembali daur ulang,2025-09-23 00:00:00,2,0.0012612224,0.37007475,0.62866396,negatif
1780196625-112,Panda_Vivo Y71,"penampilannya oke berfungsi normal, dg harga yg terjangkau bisa mendapatkan ponsel yg bagus, trimakasih 🙏",2025-09-24,0,penampilannya oke berfungsi normal dg harga yang terjangkau bisa mendapatkan ponsel yang bagus trimakasih,2025-09-24 00:00:00,0,0.8862789,0.10197512,0.011745979,positif
1780196625-247,Panda_Vivo Y71,"Kamera belakangPelindung kaca Gorilla Glass 3,  13MP dengan lampu kilat, Kapasitas baterai 3360mAh, Baru, segel, dan bergaransi, Pelindung kaca Gorilla Glass 3, Desain bodi aluminium,",2025-09-24,0,kamera belakangpelindung kaca gorilla glass 3 13mp dengan lampu kilat kapasitas baterai 3360mah baru segel dan bergaransi pelindung kaca gorilla glass 3 desain bodi aluminium,2025-09-24 00:00:00,1,0.0049028154,0.99413115,0.000965994,netral
1780196625-283,Panda_Vivo Y71,"pesan nya Vivo y17,di kirim y55,tapi gpp lah,semoga berkah,saya terima beli ya",2025-09-24,0,pesan nya vivo y17 di kirim y55 tapi tidak apa-apa lah semoga berkah saya terima beli ya,2025-09-24 00:00:00,1,0.1544477,0.8369717,0.008580631,netral
1780196625-303,Panda_Vivo Y71,Alhamdulillah datangnya lebih cepat dan amanah tokonya,2025-09-24,0,alhamdulillah datangnya lebih cepat dan amanah tokonya,2025-09-24 00:00:00,0,0.99136615,0.007620835,0.0010130706,positif
1780196625-111,Panda_Vivo Y71,"Alhamdulillah paket udah sampai dn hasilnya memuaskan sesuai dengan apa yg di pesan, pengirimannya juga cepat.",2025-09-25,0,alhamdulillah paket udah sampai dn hasilnya memuaskan sesuai dengan apa yang di pesan pengirimannya juga cepat,2025-09-25 00:00:00,0,0.99451524,0.004632939,0.0008518248,positif
1780196625-126,Panda_Vivo Y71,"Desain bodi aluminium, Baru, segel, dan bergaransi moga awet, ini lagi di pake ngetik bagus lah",2025-09-25,0,desain bodi aluminium baru segel dan bergaransi moga awet ini lagi di pake ngetik bagus lah,2025-09-25 00:00:00,0,0.9910357,0.005401891,0.0035624139,positif
1780196625-153,Panda_Vivo Y71,"Kapasitas baterai 3360mAhPelindung kaca Gorilla Glass 3, , 6",2025-09-25,0,kapasitas baterai 3360mahpelindung kaca gorilla glass 3 6,2025-09-25 00:00:00,1,0.0018914251,0.9971642,0.0009443561,netral
1780196625-13,Panda_Vivo Y71,"Alhamdulillah, paket nyampe. semua lengkap dan berfungsi 👍 desainnya, bagus. ketahanan? selamat, dan sukses untuk semua👍👍👍",2025-09-26,0,alhamdulillah paket nyampe semua lengkap dan berfungsi desainnya bagus ketahanan selamat dan sukses untuk semua,2025-09-26 00:00:00,0,0.9913038,0.0075084046,0.001187789,positif
1780196625-163,Panda_Vivo Y71,mantap Alhamdulillah,2025-09-26,0,mantap alhamdulillah,2025-09-26 00:00:00,0,0.99617565,0.0030208025,0.00080347084,positif
1780196625-371,Panda_Vivo Y71,barang udh nyampe.  barang nya bkn baru seken kecewa bgt,2025-09-26,0,barang udh nyampe barang nya bkn baru seken kecewa banget,2025-09-26 00:00:00,2,0.0008458444,0.0011232231,0.99803096,negatif
1780196625-28,Panda_Vivo Y71,pesanan dah mendarat dan sesuai.dan fungsi hp normal semua,2025-09-27,0,pesanan dah mendarat dan sesuai dan fungsi handphone normal semua,2025-09-27 00:00:00,1,0.16188088,0.79748416,0.04063502,netral
1780196625-242,Panda_Vivo Y71,"hp SDH tiba dan SDH sy terima dlm keadaan baik dan mulus sesuai pesanan pastinya ok mantulll

baru mau dicb mudah2an awet dan tahan lm",2025-09-27,0,handphone sdh tiba dan sdh saya terima dlm keadaan baik dan mulus sesuai pesanan pastinya ok mantulll baru mau dicb mudah2an awet dan tahan lm,2025-09-27 00:00:00,0,0.98633736,0.011694265,0.0019684394,positif
1780196625-96,Panda_Vivo Y71,Alhamdulillah paket udah nyampe sesuai dengan pesanan bagus tapi blom di coba sih semoga awet kulir nya baik terima kasih 🙏 sukses selalu ya Bu,2025-09-28,0,alhamdulillah paket udah nyampe sesuai dengan pesanan bagus tapi blom di coba sih semoga awet kulir nya baik terima kasih sukses selalu ya bu,2025-09-28 00:00:00,0,0.9787177,0.0167414,0.0045409235,positif
1780196625-12,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Kapasitas baterai 3360mAh, Pelindung kaca Gorilla Glass 3,",2025-09-30,0,baru segel dan bergaransi kapasitas baterai 3360mah pelindung kaca gorilla glass 3,2025-09-30 00:00:00,1,0.0015164241,0.9971246,0.0013589094,netral
1780196625-141,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Kamera belakang 13MP dengan lampu kilat,",2025-09-30,0,baru segel dan bergaransi kamera belakang 13mp dengan lampu kilat,2025-09-30 00:00:00,1,0.0020233581,0.9960574,0.0019192338,netral
1780196625-169,Panda_Vivo Y71,"Alhamdulillah mendarat dengan selamat,",2025-09-30,0,alhamdulillah mendarat dengan selamat,2025-09-30 00:00:00,0,0.9596391,0.03902394,0.0013369438,positif
1780196625-230,Panda_Vivo Y71,LCD pecah,2025-09-30,0,lcd pecah,2025-09-30 00:00:00,2,0.0008656965,0.0028494995,0.99628484,negatif
1780196625-103,Panda_Vivo Y71,paket sudah diterima. kondisi retak bagian atas DAN tidak pakai plastik depan yg ada kertas hijaunya seperti yg sudah sudah saya beli. tapi tidak apa apa lah kalau memang ini bukan rejeki saya. moga lain waktu dipilihkan yg bukan / mungkin returan. terimakasih buat toko juga jasa pengirimannya.,2025-10-01,0,paket sudah diterima kondisi retak bagian atas dan tidak pakai plastik depan yang ada kertas hijaunya seperti yang sudah sudah saya beli tapi tidak apa apa lah kalau memang ini bukan rejeki saya moga lain waktu dipilihkan yang bukan mungkin returan terima kasih buat toko juga jasa pengirimannya,2025-10-01 00:00:00,2,0.3611212,0.049704246,0.5891745,negatif
1780196625-142,Panda_Vivo Y71,"sedikit kecewa minta warna putih 
yg dikirim hitam
mdh2an TDK ada kendala",2025-10-01,0,sedikit kecewa minta warna putih yang dikirim hitam mdh2an tdk ada kendala,2025-10-01 00:00:00,2,0.0018378333,0.0028102214,0.9953519,negatif
1780196625-243,Panda_Vivo Y71,"barang paket hp ku sudah datang dgn selamat , kurir nya ramah dan sopan , barang nya baik dan sempurna sesuai hatapan .terima kasih",2025-10-01,0,barang paket handphone ku sudah datang dengan selamat kurir nya ramah dan sopan barang nya baik dan sempurna sesuai hatapan terima kasih,2025-10-01 00:00:00,0,0.98442614,0.012520311,0.00305355,positif
1780196625-298,Panda_Vivo Y71,cukup memuaskan mksh seller...pertahankan amanahnya,2025-10-01,0,cukup memuaskan mksh penjual pertahankan amanahnya,2025-10-01 00:00:00,0,0.9832065,0.01261318,0.0041803285,positif
